,GroundTruth,GroundTruth_DB,FairDEN_v1_min_pts_11_wo_cat,FairDEN_v2_min_pts_11_wo_cat,FairDEN_v1_min_pts_13_wo_cat,FairDEN_v2_min_pts_13_wo_cat,FairDEN_v1_min_pts_15_wo_cat,FairDEN_v2_min_pts_15_wo_cat,FairDEN_v1_min_pts_10_wo_cat,FairDEN_v2_min_pts_10_wo_cat
617,0,0,0,0,0,1,1,0,1,0
618,0,0,1,1,1,0,0,1,0,1
619,0,0,0,0,0,1,1,0,1,0
620,0,0,0,0,0,1,1,0,1,0
621,0,0,1,1,1,0,0,1,0,1
622,1,0,0,0,0,1,1,0,1,0
623,0,0,0,0,0,1,1,0,1,0
624,1,0,0,0,0,1,1,0,1,0
625,0,0,0,0,0,1,1,0,1,0
626,0,0,1,1,1,0,0,1,0,1
627,0,0,1,1,1,0,0,1,0,1
628,1,0,1,1,1,0,0,1,0,1
629,0,0,0,0,0,1,1,0,1,0
630,0,0,1,1,1,0,0,1,0,1
631,0,0,1,1,1,0,0,1,0,1
632,1,0,0,0,0,1,1,0,1,0
633,0,0,0,0,0,1,1,0,1,0
634,0,0,0,0,0,1,1,0,1,0
635,1,0,0,0,0,1,1,0,1,0
636,0,0,0,0,0,1,1,0,1,0
637,1,0,1,1,1,0,0,1,0,1
638,0,0,0,0,0,1,1,0,1,0
639,1,0,1,1,1,0,0,1,0,1
640,0,0,0,0,0,1,1,0,1,0
641,1,0,1,1,1,0,0,1,0,1
642,0,0,1,1,1,0,0,1,0,1
643,1,0,0,0,0,1,1,0,1,0
644,0,0,0,0,0,1,1,0,1,0
645,0,0,0,0,0,1,1,0,1,0
646,1,0,1,1,1,0,0,1,0,1
647,0,0,0,0,0,1,1,0,1,0
648,0,0,0,0,0,1,1,0,1,0
649,0,0,1,1,1,0,1,0,0,1
650,0,0,1,1,1,0,1,0,0,1
651,0,0,0,0,1,0,0,1,1,0
652,0,0,1,1,1,0,0,1,0,1
653,1,0,0,0,0,1,1,0,1,0
654,0,0,1,1,1,0,0,1,0,1
655,1,0,1,0,1,0,0,1,1,0
656,0,0,0,0,0,1,1,0,1,0
657,0,0,1,1,1,0,0,1,0,1
658,1,0,1,1,1,0,0,1,0,1
659,0,0,1,1,1,0,0,1,0,1
660,0,0,0,0,0,1,1,0,1,0
661,0,0,0,0,0,1,1,0,1,0
662,0,0,1,1,1,0,0,1,0,1
663,0,0,0,0,0,1,1,0,1,0
664,0,0,0,0,0,1,1,0,1,0
665,0,0,1,1,1,0,0,1,0,1
666,0,0,1,1,1,0,0,1,0,1
667,0,0,1,1,1,0,0,1,0,1
668,0,0,0,0,0,1,1,0,1,0
669,1,0,0,0,0,1,1,0,1,0
670,0,-1,1,1,1,0,0,1,0,1
671,0,0,0,0,0,1,1,0,1,0
672,1,0,1,1,1,0,0,1,0,1
673,0,0,0,0,0,1,1,0,1,0
674,0,0,0,0,0,1,1,0,1,0
675,0,0,0,0,0,1,1,0,1,0
676,0,0,1,1,1,0,0,1,1,0
677,0,0,1,1,1,0,0,1,0,1
678,0,0,1,0,1,0,0,1,1,0
679,0,0,0,0,0,1,1,0,1,0
680,0,0,1,1,0,1,1,0,0,1
681,1,0,1,1,1,0,0,1,0,1
682,0,0,0,0,0,1,1,0,1,0
683,0,0,0,0,0,1,1,0,1,0
684,1,0,0,0,0,1,1,0,1,0
685,0,0,0,0,0,1,1,0,1,0
686,0,0,0,0,0,1,1,0,1,0
687,0,0,0,0,0,1,1,0,1,0
688,0,0,0,0,0,1,1,0,1,0
689,0,0,1,1,1,0,1,0,0,1
690,0,0,0,0,0,1,1,0,1,0
691,0,0,0,0,1,0,1,0,1,0
692,0,0,0,0,0,1,1,0,1,0
693,0,0,0,0,0,1,1,0,1,0
694,0,0,0,0,0,1,1,0,1,0
695,0,0,0,0,0,1,1,0,1,0
696,0,0,0,0,0,1,1,0,1,0
697,1,0,0,0,0,1,1,0,1,0
698,0,0,0,0,0,1,1,0,1,0
699,0,0,0,0,0,1,1,0,1,0
700,1,-1,1,1,1,0,0,1,0,1
701,0,0,0,0,0,1,1,0,1,0
702,0,0,0,0,0,1,1,0,1,0
703,0,0,1,0,0,1,1,0,1,0
704,0,0,1,1,1,0,0,1,0,1
705,0,0,1,1,1,0,0,1,0,1
706,0,0,0,0,0,1,1,0,1,0
707,1,0,1,1,1,0,0,1,0,1
708,0,0,0,0,0,1,1,0,1,0
709,0,0,1,0,1,1,0,0,0,0
710,0,0,1,0,1,0,0,1,1,0
711,1,0,0,0,0,1,1,0,1,0
712,1,0,0,0,0,1,1,0,1,0
713,1,0,1,1,1,0,0,1,0,1
714,0,0,0,0,0,1,1,0,1,0
715,1,0,1,1,1,0,0,1,0,1
716,0,0,1,1,1,0,0,1,0,1
717,1,0,0,0,0,1,1,0,1,0
718,0,0,0,0,0,1,1,0,1,0
719,0,0,0,0,0,1,1,0,1,0
720,0,0,0,0,0,1,1,0,1,0
721,0,0,0,0,0,1,1,0,1,0
722,0,0,1,1,0,1,0,1,0,0
723,0,0,0,0,0,1,1,0,1,0
724,0,0,0,0,0,1,1,0,1,0
725,1,0,0,0,0,1,1,0,1,0
726,0,0,0,0,0,1,1,0,1,0
727,0,0,0,0,0,1,1,0,1,0
728,0,0,0,0,0,1,1,0,1,0
729,1,0,0,0,0,1,1,0,1,0
730,0,0,0,0,0,1,1,0,1,0
731,0,0,0,0,0,1,1,0,1,0
732,0,0,0,0,0,1,1,0,1,0
733,0,0,0,0,0,1,1,0,1,0
734,0,0,0,0,0,1,1,0,1,0
735,0,0,1,1,0,1,1,0,0,1
736,0,-1,1,1,1,0,0,1,0,1
737,1,0,0,0,0,1,1,0,1,0
738,0,0,0,0,0,1,1,0,1,0
739,0,0,1,1,1,0,1,0,0,1
740,0,0,0,0,0,1,1,0,1,0
741,1,0,1,1,1,0,0,1,0,1
742,0,0,0,0,0,1,1,0,1,0
743,0,0,0,0,1,0,1,0,1,0
744,0,0,0,0,0,1,1,0,1,0
745,0,0,0,0,0,1,1,0,1,0
746,0,0,0,0,0,1,1,0,1,0
747,0,0,0,0,0,1,1,0,1,0
748,1,0,0,0,0,1,1,0,1,0
749,1,0,0,0,0,1,1,0,1,0
750,0,0,0,0,0,1,1,0,1,0
751,0,0,0,0,0,1,1,0,1,0
752,0,0,0,0,0,1,1,0,1,0
753,1,0,0,0,0,1,1,0,1,0
754,0,0,0,0,0,1,1,0,1,0
755,1,0,0,0,0,1,1,0,1,0
756,0,0,1,1,1,0,0,1,0,1
757,0,0,0,0,0,1,1,0,1,0
758,0,0,0,0,0,1,1,0,1,0
759,0,0,0,0,0,1,1,0,1,0
760,0,0,0,0,0,1,1,0,1,0
761,1,0,0,0,0,1,1,0,1,0
762,0,0,0,0,0,1,1,0,1,0
763,0,0,0,0,0,1,1,0,1,0
764,0,0,1,1,1,0,0,1,0,1
765,0,0,0,0,0,1,1,0,1,0
766,0,0,0,0,0,1,1,0,1,0
767,0,0,1,1,1,0,0,1,0,1
768,0,0,0,0,0,1,1,0,1,0
769,0,0,0,0,0,1,1,0,1,0
770,1,0,0,0,0,1,1,0,1,0
771,0,0,1,1,1,0,0,1,0,1
772,1,0,0,0,0,1,1,0,1,0
773,1,0,0,0,0,1,1,0,1,0
774,0,0,0,0,0,1,1,0,1,0
775,1,0,0,0,0,1,1,0,1,0
776,0,0,0,0,0,1,1,0,1,0
777,0,0,0,0,0,1,1,0,1,0
778,0,0,1,1,1,0,0,1,0,1
779,0,0,0,0,0,1,1,0,1,0
780,0,0,0,0,0,1,1,0,1,0
781,1,0,1,1,1,0,0,1,0,1
782,0,0,0,0,0,1,1,0,1,0
783,1,0,0,0,0,1,1,0,1,0
784,1,0,0,0,0,1,1,0,1,0
785,0,0,0,0,0,1,1,0,1,0
786,1,0,0,0,0,1,1,0,1,0
787,0,0,0,0,0,1,1,0,1,0
788,1,0,0,0,0,1,1,0,1,0
789,0,0,1,1,1,0,0,1,0,1
790,0,0,0,0,0,1,1,0,1,0
791,1,0,1,1,1,0,0,1,0,1
792,1,0,0,0,0,1,1,0,1,0
793,0,0,0,0,0,1,1,0,1,0
794,0,0,1,1,1,0,0,1,0,1
795,0,0,0,0,0,1,1,0,1,0
796,0,0,0,0,0,1,1,0,1,0
797,0,0,1,1,1,0,0,1,0,1
798,0,0,1,1,1,0,0,1,0,1
799,1,0,1,1,1,0,0,1,0,1
800,1,0,1,1,1,0,0,1,0,1
801,0,0,1,1,1,0,1,0,0,1
802,0,0,0,0,0,1,1,0,1,0
803,0,0,0,1,0,1,1,0,1,0
804,1,0,1,1,1,0,0,1,0,1
805,0,0,1,0,1,0,0,1,1,0
806,0,0,0,0,0,1,1,0,1,0
807,0,0,0,0,0,1,1,0,1,0
808,0,0,0,0,0,1,1,0,1,0
809,0,0,0,0,0,1,1,0,1,0
810,0,-1,1,1,1,0,0,1,0,1
811,1,0,0,0,0,1,1,0,1,0
812,1,0,1,1,1,0,0,1,0,1
813,0,0,0,0,0,1,1,0,1,0
814,0,0,0,0,0,1,1,0,1,0
815,1,0,0,0,0,1,1,0,1,0
816,0,0,0,0,0,1,1,0,1,0
817,0,0,0,0,0,1,1,0,1,0
818,0,0,1,1,1,0,0,1,0,1
819,1,0,1,1,1,0,0,1,0,1
820,0,0,0,0,0,1,1,0,1,0
821,0,0,0,0,0,1,1,0,1,0
822,1,0,0,0,0,1,1,0,1,0
823,0,0,1,1,1,0,0,1,0,1
824,0,0,0,0,0,1,1,0,1,0
825,1,-1,1,1,1,0,0,1,0,1
826,1,0,0,0,0,1,1,0,1,0
827,0,0,0,0,0,1,1,0,1,0
828,0,0,0,0,0,1,1,0,1,0
829,0,0,0,0,0,1,1,0,1,0
830,0,0,0,0,1,0,0,1,1,0
831,1,0,0,0,0,1,1,0,1,0
832,0,0,0,0,0,1,1,0,1,0
833,0,0,0,0,0,1,1,0,1,0
834,0,0,0,0,0,1,1,0,1,0
835,0,0,0,0,0,1,1,0,1,0
836,0,0,1,1,1,0,0,1,0,1
837,0,0,1,1,1,0,0,1,0,1
838,0,0,0,0,0,1,1,0,1,0
839,1,0,1,1,1,0,0,1,0,1
840,0,0,0,0,0,1,1,0,1,0
841,1,0,1,1,1,0,0,1,0,1
842,0,0,0,0,0,1,1,0,1,0
843,0,0,0,0,0,1,1,0,1,0
844,0,0,0,0,0,1,1,0,1,0
845,0,0,0,0,0,1,1,0,1,0
846,0,0,0,0,0,1,1,0,1,0
847,0,0,0,0,0,1,1,0,1,0
848,0,0,0,0,0,1,1,0,1,0
849,0,0,1,1,1,0,0,1,0,1
850,0,0,0,0,0,1,1,0,1,0
851,0,0,0,0,0,1,1,0,1,0
852,1,0,1,1,1,0,0,1,0,1
853,0,0,0,0,0,1,1,0,1,0
854,0,0,0,0,0,1,1,0,1,0
855,1,0,0,0,0,1,1,0,1,0
856,0,0,0,0,0,1,1,0,1,0
857,0,0,1,1,1,0,0,1,0,1
858,0,0,0,0,0,1,1,0,1,0
859,0,0,0,0,0,1,1,0,1,0
860,0,0,0,0,0,1,1,0,1,0
861,1,0,1,1,1,0,0,1,0,1
862,0,0,0,0,0,1,1,0,1,0
863,1,0,0,0,0,1,1,0,1,0
864,0,0,0,0,0,1,1,0,1,0
865,1,0,0,0,0,1,1,0,1,0
866,0,0,0,0,0,1,1,0,1,0
867,0,0,0,0,0,1,1,0,1,0
868,1,0,1,0,1,0,0,1,1,0
869,0,0,0,0,0,1,1,0,1,0
870,1,0,1,1,1,0,0,0,0,1
871,0,0,0,0,0,1,1,0,1,0
872,0,0,1,1,1,0,0,1,0,1
873,1,0,0,0,0,1,1,0,1,0
874,0,0,0,0,0,1,1,0,1,0
875,0,0,1,1,1,0,0,1,0,1
876,1,0,1,1,1,0,0,1,0,1
877,1,0,0,0,0,1,1,0,1,0
878,0,0,0,0,0,1,1,0,1,0
879,0,0,0,0,1,1,0,1,1,0
880,0,0,1,1,1,0,0,1,0,1
881,0,0,0,0,0,1,1,0,1,0
882,1,0,0,0,0,1,1,0,1,0
883,1,0,0,0,0,1,1,0,1,0
884,0,-1,1,1,1,0,0,1,0,1
885,0,0,0,0,0,1,1,0,1,0
886,0,0,0,0,0,1,1,0,1,0
887,1,0,0,0,0,1,1,0,1,0
888,0,0,1,1,1,0,1,1,0,1
889,0,0,0,0,0,1,1,0,1,0
890,0,0,0,0,0,1,1,0,1,0
891,1,0,0,0,0,1,1,0,1,0
892,0,0,0,0,0,1,1,0,1,0
893,1,0,0,0,0,1,1,0,1,0
894,1,0,0,0,0,1,1,0,1,0
895,1,0,1,1,1,0,0,1,0,1
896,0,0,0,0,0,1,1,0,1,0
897,1,0,0,0,0,1,1,0,1,0
898,0,0,0,0,0,1,1,0,1,0
899,1,0,0,0,0,1,1,0,1,0
900,0,0,1,1,1,0,0,1,0,1
901,0,0,0,0,0,1,1,0,1,0
902,0,0,0,0,0,1,1,0,1,0
903,1,0,1,1,1,0,0,1,0,1
904,0,0,0,0,0,1,1,0,1,0
905,0,0,0,0,0,1,1,0,1,0
906,1,-1,1,1,1,0,0,1,0,1
907,0,0,0,0,0,1,1,0,1,0
908,0,0,1,1,1,0,0,1,0,1
909,0,0,0,0,0,1,1,0,1,0
910,1,0,0,0,0,1,1,0,1,0
911,0,0,0,0,0,1,1,0,1,0
912,0,0,0,0,0,1,1,0,1,0
913,0,0,1,1,1,0,0,1,0,1
914,0,0,0,0,0,1,1,0,1,0
915,0,0,0,0,0,1,1,0,1,0
916,0,0,0,0,0,1,1,0,1,0
917,0,0,0,0,0,1,1,0,1,0
918,0,0,0,0,0,1,1,0,1,0
919,1,-1,1,1,1,0,0,1,0,1
920,1,0,0,0,0,1,1,0,1,0
921,0,0,0,0,0,1,1,0,1,0
922,0,0,0,0,0,1,1,0,1,0
923,0,0,0,0,0,1,1,0,1,0
924,0,0,0,0,0,1,1,0,1,0
925,1,0,0,0,0,1,1,0,1,0
926,0,-1,1,1,1,0,0,1,0,1
927,0,0,0,0,0,1,1,0,1,0
928,0,0,0,0,0,1,1,0,1,0
929,0,0,1,1,1,0,0,1,0,1
930,0,0,0,0,0,1,1,0,1,0
931,1,0,0,0,0,1,1,0,1,0
932,1,0,0,0,0,1,1,0,1,0
933,0,0,0,0,0,1,1,0,1,0
934,0,0,1,1,1,0,0,1,1,0
935,1,0,0,0,0,1,1,0,1,0
936,0,0,1,1,1,0,0,1,0,1
937,1,0,0,0,0,1,1,0,1,0
938,0,0,0,0,0,1,1,0,1,0
939,0,0,1,1,1,1,0,1,0,1
940,0,0,1,1,1,0,0,1,1,1
941,0,0,0,0,0,1,1,0,1,0
942,1,0,0,0,0,1,1,0,1,0
943,0,0,1,1,1,0,0,1,0,1
944,0,0,1,1,1,0,0,1,0,1
945,0,0,1,1,1,0,0,1,0,1
946,0,0,1,1,1,0,0,1,0,1
947,1,0,1,1,1,0,0,1,0,1
948,0,0,0,0,0,1,1,0,1,0
949,0,0,0,0,0,1,1,0,1,0
950,1,0,0,0,0,1,1,0,1,0
951,0,0,0,0,0,1,1,0,1,0
952,0,0,0,0,0,1,1,0,1,0
953,0,0,0,0,0,1,1,0,0,1
954,0,0,0,0,0,1,1,0,1,0
955,0,0,0,0,0,1,1,0,1,0
956,0,0,0,0,0,1,1,0,1,0
957,0,0,0,0,0,1,1,0,1,0
958,0,0,0,0,0,1,1,0,1,0
959,0,0,0,0,0,1,1,0,1,0
960,1,0,1,1,0,1,1,0,0,1
961,0,0,0,0,0,1,1,0,1,0
962,0,0,0,0,0,1,1,0,1,0
963,0,0,0,0,0,1,1,0,1,0
964,1,0,0,0,0,1,1,0,1,0
965,0,0,0,0,0,1,1,0,1,0
966,0,0,0,0,0,1,1,0,1,0
967,0,0,1,1,1,0,0,1,0,1
968,0,0,1,1,1,0,0,1,0,1
969,0,0,1,1,1,0,0,1,0,1
970,0,0,1,1,1,0,0,1,0,1
971,1,0,0,0,0,1,1,0,1,0
972,0,0,0,0,0,1,1,0,1,0
973,0,0,0,0,0,1,1,0,1,0
974,1,0,1,1,1,0,0,1,0,1
975,0,-1,1,1,1,0,0,1,0,1
976,0,0,0,0,0,1,1,0,1,0
977,0,0,1,1,1,0,0,1,0,1
978,0,0,0,0,0,1,1,0,1,0
979,0,0,1,1,0,1,1,0,0,1
980,0,0,0,0,0,1,1,0,1,0
981,1,0,0,0,0,1,1,0,1,0
982,1,0,0,0,0,1,1,0,1,0
983,0,0,0,0,0,1,1,0,1,0
984,0,0,0,0,0,1,1,0,1,0
985,0,0,0,0,0,1,1,0,1,0
986,0,0,0,0,0,1,1,0,1,0
987,0,0,1,1,1,0,0,1,0,1
988,1,0,0,0,0,1,1,0,1,0
989,0,0,1,1,1,0,0,1,0,1
990,0,0,0,0,0,1,1,0,1,0
991,0,0,1,1,1,0,1,1,1,0
992,0,0,0,0,0,1,1,0,1,0
993,0,0,1,0,0,1,1,0,0,1
994,0,0,1,1,1,0,0,1,0,1
995,0,0,0,0,0,1,1,0,1,0
996,0,0,0,0,0,1,1,0,1,0
997,0,0,0,0,0,1,1,0,1,0
998,0,0,0,0,0,1,1,0,1,0
999,0,0,0,0,0,1,1,0,1,0
1000,0,0,1,1,1,0,1,0,0,1
1001,0,0,0,0,0,1,1,0,1,0
1002,0,0,0,0,0,1,1,0,1,0
1003,0,0,1,1,1,0,0,1,1,0
1004,0,0,0,0,0,1,1,0,1,0
1005,0,0,1,1,1,0,0,1,0,1
1006,0,0,0,0,0,1,1,0,1,0
1007,0,0,0,0,0,1,1,0,1,0
1008,0,0,1,1,1,0,0,1,0,1
1009,1,0,0,0,0,1,1,0,1,0
1010,0,0,0,0,0,1,1,0,1,0
1011,1,0,0,0,0,1,1,0,1,0
1012,0,0,1,1,1,0,0,1,0,1
1013,1,0,0,0,0,1,1,0,1,0
1014,0,0,0,0,0,1,1,0,1,0
1015,0,0,1,1,1,0,0,1,0,1
1016,1,0,1,1,1,0,0,1,0,1
1017,0,0,0,0,0,1,1,0,1,0
1018,0,0,1,1,1,0,0,1,0,1
1019,0,0,0,0,0,1,1,0,1,0
1020,0,0,0,0,0,1,1,0,1,0
1021,0,0,0,0,0,1,1,0,1,0
1022,0,0,0,0,0,1,1,0,1,0
1023,1,0,1,1,1,0,0,1,0,1
1024,1,0,0,0,0,1,1,0,1,0
1025,1,0,1,1,1,0,0,1,0,1
1026,1,0,0,0,0,1,1,0,1,0
1027,1,0,0,0,0,1,1,0,0,1
1028,1,0,1,1,1,0,0,1,0,1
1029,0,0,1,1,0,1,1,0,0,1
1030,0,0,1,1,1,0,0,1,0,1
1031,1,1,1,1,1,0,0,1,0,1
1032,0,0,0,0,0,1,1,0,1,0
1033,0,0,0,0,0,1,1,0,1,0
1034,0,0,1,1,1,0,0,1,0,1
1035,1,0,1,1,1,0,0,1,0,1
1036,0,0,0,0,0,1,1,0,1,0
1037,0,0,1,1,1,0,0,1,0,1
1038,0,0,0,0,0,1,1,0,1,0
1039,0,0,0,0,0,1,1,0,1,0
1040,0,0,0,0,0,1,1,0,1,0
1041,0,0,0,0,0,1,1,0,1,0
1042,1,0,0,0,0,1,1,0,1,0
1043,0,0,0,0,0,1,1,0,1,0
1044,1,0,1,1,1,0,0,1,0,1
1045,0,0,0,0,1,0,1,0,1,0
1046,0,0,1,1,1,0,0,1,0,1
1047,0,0,0,0,0,1,1,0,1,0
1048,1,0,0,0,0,1,1,0,1,0
1049,0,0,0,0,0,1,1,0,1,0
1050,0,0,0,0,0,1,1,0,1,0
1051,0,0,0,0,0,1,1,0,1,0
1052,0,0,1,1,1,0,0,1,0,1
1053,0,0,1,1,1,0,0,1,0,1
1054,0,0,0,0,0,1,1,0,1,0
1055,0,0,0,0,0,1,1,0,1,0
1056,0,0,1,1,1,0,0,1,0,1
1057,0,0,0,0,0,1,1,0,1,0
1058,0,0,1,1,1,0,0,1,0,1
1059,0,0,0,0,0,1,1,0,1,0
1060,0,0,0,0,0,1,1,0,1,0
1061,0,0,1,1,1,0,0,1,0,1
1062,0,0,1,1,1,0,0,1,0,1
1063,0,0,1,1,1,0,0,1,0,1
1064,0,0,0,0,0,1,1,0,1,0
1065,0,0,0,0,0,1,1,0,1,0
1066,0,0,0,0,0,1,1,0,1,0
1067,0,0,0,0,0,1,1,0,1,0
1068,0,0,0,0,0,1,1,0,1,0
1069,0,0,0,0,0,1,1,0,1,0
1070,0,0,1,1,1,0,0,1,0,1
1071,0,0,1,1,1,0,0,1,0,1
1072,1,0,0,0,0,1,1,0,1,0
1073,0,0,1,1,1,0,0,1,0,1
1074,1,0,0,0,0,1,1,0,1,0
1075,1,0,0,0,0,1,1,0,1,0
1076,0,0,0,0,0,1,1,0,1,0
1077,0,0,0,0,0,1,1,0,1,0
1078,0,0,1,1,1,0,0,1,0,1
1079,1,0,1,1,1,0,0,1,0,1
1080,0,0,0,0,0,1,1,0,1,0
1081,0,0,0,0,0,1,1,0,1,0
1082,0,0,0,0,0,1,1,0,1,0
1083,1,0,1,1,1,0,0,1,0,1
1084,0,0,0,0,0,1,1,0,1,0
1085,1,-1,1,1,1,0,0,1,0,1
1086,1,0,0,0,0,1,1,0,1,0
1087,0,0,0,0,0,1,1,0,1,0
1088,0,0,0,0,0,1,1,0,1,0
1089,0,0,0,0,0,1,1,0,1,0
1090,0,0,0,0,0,1,1,0,1,0
1091,1,0,0,0,1,1,0,1,1,0
1092,0,0,1,1,1,0,0,1,0,1
1093,0,0,0,0,0,1,1,0,1,0
1094,1,0,0,0,0,1,1,0,1,0
1095,0,0,1,1,1,0,0,1,0,1
1096,1,0,1,1,1,0,0,1,0,1
1097,1,0,1,1,1,0,0,1,0,1
1098,1,0,0,0,0,1,1,0,1,0
1099,0,0,0,0,0,1,1,0,1,0
1100,1,-1,1,1,1,0,0,1,0,1
1101,0,0,1,1,1,0,0,1,0,1
1102,0,0,1,1,1,0,0,1,0,1
1103,0,0,0,0,0,1,1,0,1,0
1104,0,0,1,1,1,0,0,1,0,0
1105,0,0,0,0,0,1,1,0,1,0
1106,0,0,1,1,1,0,0,1,0,1
1107,0,0,0,0,0,1,1,0,1,0
1108,1,0,1,1,1,0,0,1,0,1
1109,0,0,1,1,1,0,0,1,0,1
1110,0,0,0,0,0,1,1,0,1,0
1111,0,0,0,0,0,1,1,0,1,0
1112,0,0,1,1,1,0,0,1,0,1
1113,0,0,0,0,0,1,1,0,1,0
1114,0,0,0,0,0,1,1,0,1,0
1115,0,0,0,0,0,1,1,0,1,0
1116,0,0,0,0,0,1,1,0,1,0
1117,0,0,1,1,1,0,0,1,0,1
1118,0,0,0,0,0,1,1,0,1,0
1119,0,0,0,0,0,1,1,0,1,0
1120,0,0,1,1,0,1,0,1,0,1
1121,0,0,0,0,0,1,1,0,1,0
1122,0,0,0,0,1,0,0,1,1,0
1123,0,-1,1,1,1,0,0,1,0,1
1124,0,0,0,0,0,1,1,0,1,0
1125,1,0,0,0,0,1,1,0,1,0
1126,0,0,0,0,0,0,1,0,1,0
1127,1,0,0,0,0,1,1,0,1,0
1128,0,0,0,0,0,1,1,0,1,0
1129,1,0,0,0,0,1,1,0,1,0
1130,1,0,0,0,0,1,1,0,1,0
1131,0,0,0,0,1,1,1,0,1,0
1132,1,0,0,0,0,1,1,0,1,0
1133,0,0,0,0,0,1,1,0,1,0
1134,1,0,1,1,1,0,0,1,0,1
1135,0,0,0,0,0,1,1,0,1,0
1136,1,0,0,0,0,1,1,0,1,0
1137,1,0,0,0,0,1,1,0,1,0
1138,0,0,0,0,0,1,1,0,1,0
1139,0,0,0,0,0,1,1,0,1,0
1140,0,0,1,1,1,0,0,1,0,1
1141,0,0,0,0,0,1,1,0,1,0
1142,1,0,1,0,0,1,0,0,0,1
1143,0,-1,1,1,1,0,0,1,0,1
1144,0,0,0,0,0,1,1,0,1,0
1145,0,0,1,1,1,0,0,1,0,1
1146,0,0,0,0,0,1,1,0,1,0
1147,0,0,0,0,0,1,1,0,1,0
1148,0,0,0,0,0,1,1,0,1,0
1149,1,0,0,0,0,1,1,0,1,0
1150,0,0,0,0,0,1,1,0,1,0
1151,0,0,0,0,0,1,1,0,1,0
1152,0,0,1,1,1,0,0,1,0,1
1153,0,0,0,0,0,1,1,0,1,0
1154,0,0,0,0,0,1,1,0,1,0
1155,1,0,0,0,0,1,1,0,1,0
1156,0,0,1,1,1,0,0,1,0,1
1157,0,1,1,1,1,0,0,1,0,1
1158,0,0,0,0,0,1,1,0,1,0
1159,0,0,0,0,0,1,1,0,1,0
1160,0,0,0,0,0,1,1,0,1,0
1161,1,0,0,0,0,1,1,0,1,0
1162,0,0,1,1,1,0,0,1,0,1
1163,0,0,0,0,0,1,1,0,1,0
1164,0,0,0,0,0,1,1,0,1,0
1165,0,0,0,0,0,1,1,0,1,0
1166,0,0,1,1,1,0,0,1,0,1
1167,0,0,1,1,1,0,0,1,0,1
1168,1,0,0,0,0,1,1,0,1,0
1169,1,0,0,0,0,1,1,0,1,0
1170,0,0,0,0,0,1,1,0,1,0
1171,0,0,0,0,0,1,1,0,1,0
1172,1,0,0,0,0,1,1,0,1,0
1173,1,0,1,1,1,0,0,1,0,1
1174,0,0,1,1,1,0,0,1,0,1
1175,0,0,0,0,0,1,1,0,1,0
1176,0,0,1,1,1,0,0,1,0,1
1177,0,0,0,0,0,1,1,0,1,0
1178,0,0,0,0,0,1,1,0,1,0
1179,0,0,1,1,1,0,0,1,0,1
1180,0,0,0,0,0,1,1,0,1,0
1181,1,0,0,0,0,1,1,0,1,0
1182,1,0,1,1,1,0,0,1,0,1
1183,0,0,1,1,1,0,0,1,0,1
1184,1,0,0,0,0,1,1,0,1,0
1185,0,0,0,0,0,1,1,0,1,0
1186,0,0,1,1,1,0,0,1,0,1
1187,0,0,0,0,0,1,1,0,1,0
1188,0,0,0,0,0,1,1,0,1,0
1189,0,0,1,1,1,0,0,1,0,1
1190,1,0,0,0,0,1,1,0,1,0
1191,0,0,0,0,0,1,1,0,1,0
1192,0,0,0,0,0,1,1,0,1,0
1193,0,0,0,0,0,1,1,0,1,0
1194,0,0,1,1,1,0,0,1,0,1
1195,0,0,0,0,0,1,1,0,1,0
1196,0,0,0,0,0,1,1,0,1,0
1197,0,0,0,0,0,1,1,0,1,0
1198,0,0,0,0,0,1,1,0,1,0
1199,0,0,0,0,0,1,1,0,1,0
1200,1,0,0,0,0,1,1,0,1,0
1201,0,0,0,0,0,1,1,0,1,0
1202,1,0,0,0,1,0,1,0,1,0
1203,1,0,1,1,1,0,0,1,0,1
1204,0,0,0,0,0,1,1,0,1,0
1205,0,0,1,1,1,0,0,1,0,1
1206,1,0,0,0,0,1,1,0,1,0
1207,1,0,0,0,0,1,1,0,1,0
1208,0,0,0,0,0,1,1,0,1,0
1209,1,0,1,1,1,0,0,1,0,1
1210,0,0,0,0,0,1,1,0,1,0
1211,0,0,1,1,1,0,0,1,0,1
1212,1,0,0,0,0,1,1,0,1,0
1213,1,0,0,0,0,1,1,0,1,0
1214,0,0,0,0,0,1,1,0,1,0
1215,1,0,1,1,1,0,0,1,0,1
1216,0,0,0,0,0,1,1,0,1,0
1217,0,0,1,1,1,0,0,1,0,1
1218,0,0,0,0,0,1,1,0,1,0
1219,0,0,0,0,0,1,1,0,1,0
1220,0,0,1,1,1,0,1,0,0,1
1221,1,0,1,1,1,0,0,1,0,1
1222,0,0,0,0,0,1,1,0,1,0
1223,0,0,1,1,1,0,0,1,0,1
1224,0,0,1,1,1,0,0,1,0,1
1225,1,0,1,1,1,0,0,1,0,1
1226,0,0,1,1,1,0,0,1,0,1
1227,0,0,0,0,0,1,1,0,1,0
1228,1,0,1,1,1,0,0,1,0,1
1229,0,0,1,1,1,0,0,1,0,1
1230,1,0,0,0,0,1,1,0,1,0
1231,1,0,0,0,0,1,1,0,1,0
1232,1,0,1,0,1,0,0,1,0,1
