,GroundTruth,GroundTruth_DB,FairDEN_v1_min_pts_27_wo_cat,FairDEN_v2_min_pts_27_wo_cat
417,1,0,4,3
418,1,0,0,0
419,0,0,1,1
420,1,0,4,3
421,1,0,0,0
422,0,0,0,0
423,0,0,0,0
424,1,0,4,3
425,1,0,4,3
426,1,0,0,0
427,0,0,4,3
428,1,0,0,0
429,1,0,4,3
430,1,0,1,1
431,0,0,4,3
432,1,0,0,0
433,1,0,1,1
434,1,0,0,0
435,0,0,4,3
436,1,0,1,1
437,1,0,1,1
438,1,0,0,0
439,1,0,1,1
440,0,0,1,1
441,1,0,1,1
442,1,0,1,1
443,1,0,4,3
444,1,0,1,1
445,1,0,1,1
446,0,0,0,0
447,0,-1,3,2
448,1,-1,3,2
449,1,0,4,3
450,1,-1,4,3
451,1,0,1,1
452,1,0,1,1
453,1,0,1,1
454,1,0,1,1
455,0,0,1,1
456,1,0,1,1
457,1,0,1,1
458,1,-1,3,2
459,1,-1,3,2
460,1,0,0,0
461,0,0,4,3
462,0,0,1,1
463,1,0,1,1
464,1,-1,3,2
465,1,0,0,0
466,0,-1,4,3
467,1,-1,3,2
468,1,0,0,0
469,1,0,0,0
470,1,0,1,1
471,1,0,0,0
472,1,0,0,0
473,1,0,1,1
474,1,0,0,0
475,1,0,0,0
476,1,-1,3,2
477,0,0,4,3
478,1,0,1,1
479,1,0,1,1
480,1,0,0,0
481,1,0,1,1
482,1,0,1,1
483,1,0,1,1
484,0,0,0,0
485,1,0,1,1
486,1,0,0,0
487,1,0,0,0
488,1,-1,4,3
489,1,0,1,1
490,0,0,0,0
491,1,0,0,0
492,1,0,1,1
493,1,0,0,0
494,1,0,0,0
495,1,0,0,0
496,1,0,0,0
497,1,0,1,1
498,0,0,1,1
499,1,0,0,0
500,1,-1,2,4
501,1,0,1,1
502,1,0,0,0
503,1,0,1,1
504,1,0,0,0
505,0,0,0,0
506,1,-1,3,2
507,0,0,0,0
508,1,0,0,0
509,1,-1,3,2
510,1,0,0,0
511,1,0,0,0
512,1,0,0,0
513,1,0,1,1
514,1,0,0,0
515,1,-1,4,3
516,0,-1,2,4
517,0,0,1,1
518,1,0,1,1
519,1,-1,3,2
520,1,0,0,0
521,0,0,4,3
522,1,0,0,0
523,1,0,4,3
524,1,0,1,1
525,1,0,1,1
526,0,0,0,0
527,0,0,1,1
528,1,0,0,0
529,1,0,0,0
530,1,-1,4,3
531,1,0,1,1
532,1,0,0,0
533,1,0,1,1
534,1,0,0,0
535,1,0,0,0
536,0,0,0,0
537,1,0,4,3
538,1,0,1,1
539,1,0,1,1
540,0,0,0,0
541,1,0,0,0
542,1,0,1,1
543,1,0,1,1
544,0,0,0,0
545,0,0,4,3
546,0,0,1,1
547,1,0,0,0
548,1,0,0,0
549,1,-1,3,2
550,1,0,0,0
551,1,0,1,1
552,1,0,0,0
553,1,0,1,1
554,1,0,1,1
555,1,0,0,0
556,1,0,0,0
557,1,-1,3,2
558,1,0,1,1
559,1,0,1,1
560,0,0,1,1
561,1,0,1,1
562,1,0,0,0
563,1,0,0,0
564,1,0,4,3
565,1,0,0,0
566,1,0,1,1
567,0,0,1,1
568,1,0,1,1
569,0,0,4,3
570,1,-1,4,3
571,1,0,1,1
572,1,0,0,0
573,1,0,1,1
574,0,0,0,0
575,1,0,4,3
576,1,-1,4,3
577,1,0,1,1
578,1,0,1,1
579,1,0,0,0
580,0,0,0,0
581,0,0,4,3
582,1,0,4,3
583,1,-1,3,2
584,1,0,4,3
585,1,0,1,1
586,1,0,1,1
587,1,0,1,1
588,1,0,1,1
589,1,0,1,1
590,1,0,4,3
591,1,0,0,0
592,1,0,1,1
593,0,-1,4,3
594,1,0,1,1
595,0,0,0,0
596,1,0,1,1
597,1,0,1,1
598,1,0,0,0
599,1,0,0,0
600,1,0,0,0
601,1,0,1,1
602,1,0,1,1
603,1,0,0,0
604,1,-1,4,3
605,0,0,0,0
606,1,0,0,0
607,1,0,0,0
608,1,0,1,1
609,1,0,1,1
610,1,0,0,0
611,1,0,4,3
612,1,0,0,0
613,1,0,1,1
614,1,0,1,1
615,1,0,0,0
616,1,0,0,0
617,1,0,0,0
618,1,0,0,0
619,1,0,0,0
620,1,0,0,0
621,1,0,0,0
622,1,0,0,0
623,1,0,1,1
624,1,0,0,0
625,1,0,0,0
626,1,0,0,0
627,1,0,0,0
628,1,0,1,1
629,1,0,0,0
630,1,0,0,0
631,1,0,0,0
632,1,-1,3,2
633,1,0,1,1
634,1,0,1,1
635,1,0,1,1
636,1,0,1,1
637,1,-1,3,2
638,1,0,0,0
639,1,-1,4,3
640,0,0,1,1
641,1,0,0,0
642,0,0,4,3
643,1,0,0,0
644,1,0,0,0
645,1,0,1,1
646,1,0,0,0
647,0,0,4,3
648,1,0,0,0
649,0,0,1,1
650,1,0,1,1
651,0,0,1,1
652,1,0,1,1
653,1,0,0,0
654,1,0,1,1
655,0,0,1,1
656,1,0,4,3
657,1,0,0,0
658,1,0,0,0
659,1,0,1,1
660,1,0,0,0
661,1,0,0,0
662,1,0,1,1
663,0,0,0,0
664,1,-1,4,3
665,0,0,0,0
666,0,0,0,0
667,0,0,0,0
668,1,0,1,1
669,0,0,1,1
670,0,0,1,1
671,1,-1,3,2
672,1,0,1,1
673,1,0,1,1
674,1,0,1,1
675,1,0,0,0
676,1,0,0,0
677,1,0,4,3
678,1,0,4,3
679,1,-1,3,2
680,0,0,0,0
681,1,0,1,1
682,1,0,1,1
683,1,0,0,0
684,1,-1,3,2
685,1,0,0,0
686,0,0,1,1
687,1,0,1,1
688,1,0,1,1
689,1,0,0,0
690,1,0,1,1
691,1,0,0,0
692,1,-1,3,2
693,1,0,1,1
694,1,0,1,1
695,1,0,1,1
696,0,0,0,0
697,0,0,1,1
698,1,0,0,0
699,0,0,0,0
700,1,0,0,0
701,1,0,0,0
702,1,0,0,0
703,1,0,0,0
704,1,0,0,0
705,1,0,1,1
706,1,0,0,0
707,1,0,0,0
708,1,0,0,0
709,1,0,0,0
710,1,0,1,1
711,0,0,1,1
712,1,0,0,0
713,1,0,4,3
714,1,0,0,0
715,0,0,0,0
716,1,0,0,0
717,1,0,1,1
718,1,0,0,0
719,0,0,0,0
720,1,0,1,1
721,1,0,0,0
722,1,-1,3,2
723,0,0,0,0
724,1,0,0,0
725,1,0,1,1
726,1,0,0,0
727,1,0,0,0
728,1,0,1,1
729,1,0,1,1
730,1,0,1,1
731,1,-1,3,2
732,1,0,0,0
733,0,0,0,0
734,1,0,1,1
735,1,0,0,0
736,1,0,1,1
737,1,0,1,1
738,1,0,4,3
739,1,0,1,1
740,1,0,0,0
741,0,0,4,3
742,0,0,0,0
743,0,0,0,0
744,1,0,0,0
745,1,-1,3,2
746,0,0,1,1
747,1,0,4,3
748,1,0,0,0
749,1,-1,4,3
750,1,0,4,3
751,0,0,1,1
752,1,-1,4,3
753,1,0,0,0
754,0,0,0,0
755,1,0,0,0
756,1,-1,3,2
757,1,0,0,0
758,1,0,4,3
759,1,0,1,1
760,1,0,1,1
761,1,0,1,1
762,1,0,0,0
763,1,0,0,0
764,1,0,4,3
765,1,0,0,0
766,1,0,0,0
767,1,0,1,1
768,1,0,4,3
769,1,0,4,3
770,1,0,1,1
771,1,0,0,0
772,0,0,1,1
773,1,0,4,3
774,1,0,1,1
775,1,0,0,0
776,0,0,0,0
777,0,0,0,0
778,0,0,1,1
779,1,0,4,3
780,1,0,0,0
781,1,0,4,3
782,1,0,0,0
783,1,0,1,1
784,1,0,0,0
785,1,0,0,0
786,1,0,1,1
787,1,0,0,0
788,1,0,0,0
789,1,0,1,1
790,1,0,0,0
791,1,0,1,1
792,1,0,1,1
793,1,0,1,1
794,1,0,1,1
795,0,0,0,0
796,1,0,1,1
797,1,0,0,0
798,1,0,1,1
799,1,-1,4,3
800,1,0,1,1
801,0,0,0,0
802,1,0,1,1
803,1,0,1,1
804,1,-1,3,2
805,1,0,0,0
806,1,0,1,1
807,0,0,1,1
808,1,0,4,3
809,0,0,0,0
810,1,0,1,1
811,1,0,1,1
812,1,0,1,1
813,0,0,0,0
814,1,0,4,3
815,1,0,0,0
816,0,0,0,0
817,1,0,0,0
818,1,0,0,0
819,1,0,0,0
820,1,-1,2,4
821,1,0,4,3
822,1,0,0,0
823,1,0,0,0
824,0,-1,3,2
825,1,0,1,1
826,1,0,0,0
827,0,0,1,1
828,1,0,0,0
829,1,0,1,1
830,1,-1,4,3
831,0,0,1,1
832,1,0,1,1
833,1,0,1,1
834,1,0,1,1
835,0,0,0,0
836,1,-1,3,2
837,1,0,1,1
838,1,0,4,3
839,0,0,0,0
840,0,0,1,1
841,1,0,1,1
842,1,0,4,3
843,1,0,0,0
844,1,0,1,1
845,1,0,1,1
846,1,0,0,0
847,1,0,1,1
848,0,0,0,0
849,0,0,1,1
850,1,0,1,1
851,1,0,0,0
852,1,0,0,0
853,1,-1,4,3
854,0,0,0,0
855,1,0,0,0
856,1,0,1,1
857,1,0,0,0
858,1,0,4,3
859,1,0,4,3
860,1,0,1,1
861,1,0,4,3
862,1,0,0,0
863,1,0,0,0
864,1,0,1,1
865,1,0,1,1
866,1,0,0,0
867,1,0,0,0
868,1,0,1,1
869,1,0,1,1
870,1,0,1,1
871,1,0,0,0
872,1,0,1,1
873,0,0,0,0
874,1,0,4,3
875,1,0,1,1
876,0,0,1,1
877,1,0,0,0
878,1,0,4,3
879,1,0,1,1
880,1,0,0,0
881,1,0,4,3
882,1,0,0,0
883,1,0,1,1
884,1,0,1,1
885,1,0,4,3
886,0,0,0,0
887,1,0,0,0
888,0,0,1,1
889,0,0,1,1
890,0,0,0,0
891,1,0,1,1
892,1,0,0,0
893,1,0,0,0
894,1,0,4,3
895,1,0,4,3
896,1,0,1,1
897,1,0,4,3
898,0,0,0,0
899,1,0,0,0
900,1,0,0,0
901,1,-1,3,2
902,1,0,1,1
903,1,-1,3,2
904,1,0,1,1
905,1,0,1,1
906,1,0,0,0
907,1,0,0,0
908,1,0,1,3
909,0,0,0,0
910,1,-1,3,2
911,1,0,1,1
912,1,0,0,0
913,1,0,0,0
914,1,0,1,1
915,1,0,1,1
916,1,0,0,0
917,0,0,0,0
918,1,0,0,0
919,1,0,0,0
920,1,0,4,3
921,1,0,0,0
922,1,0,1,1
923,0,-1,3,2
924,0,0,0,0
925,0,0,0,0
926,1,0,0,0
927,1,0,0,0
928,1,0,1,1
929,1,-1,4,3
930,0,0,1,1
931,1,0,1,1
932,1,0,0,0
933,1,0,0,0
934,1,0,1,1
935,0,0,0,0
936,1,0,0,0
937,1,0,0,0
938,1,0,1,1
939,1,0,1,1
940,1,-1,3,2
941,1,0,4,3
942,0,0,0,0
943,1,0,0,0
944,1,-1,3,2
945,1,0,0,0
946,1,-1,3,2
947,1,-1,4,3
948,1,-1,4,3
949,0,0,0,0
950,1,0,4,3
951,0,0,4,3
952,0,0,0,0
953,1,0,0,0
954,1,0,1,1
955,1,0,0,0
956,1,0,1,1
957,1,-1,4,3
958,1,0,0,0
959,1,0,0,0
960,1,0,1,1
961,1,0,4,3
962,0,-1,4,3
963,1,0,1,1
964,0,0,1,1
965,1,0,1,1
966,0,0,1,1
967,1,0,1,1
968,0,0,0,0
969,1,0,4,3
970,0,0,0,0
971,1,0,4,3
972,1,0,0,0
973,1,0,0,0
974,0,-1,3,2
975,1,0,0,0
976,1,0,0,0
977,0,0,1,1
978,1,-1,3,2
979,1,0,1,1
980,1,-1,2,4
981,1,0,1,1
982,1,-1,4,3
983,0,0,0,0
984,1,0,0,0
985,0,-1,3,2
986,0,0,0,0
987,1,0,4,3
988,1,0,1,1
989,0,0,0,0
990,0,0,1,1
991,1,0,1,1
992,1,-1,3,2
993,1,-1,3,2
994,1,0,0,0
995,0,0,0,0
996,0,0,1,1
997,1,0,0,0
998,1,0,0,0
999,1,0,1,1
1000,1,0,1,1
1001,1,0,1,1
1002,1,0,1,1
1003,1,0,1,1
1004,1,0,4,3
1005,1,0,1,1
1006,1,-1,4,3
1007,1,0,1,1
1008,0,0,1,1
1009,0,0,1,1
1010,1,0,0,0
1011,1,0,1,1
1012,1,-1,3,2
1013,1,0,1,1
1014,1,0,1,1
1015,1,0,1,1
1016,1,0,1,1
1017,1,0,1,1
1018,1,-1,3,2
1019,1,-1,4,3
1020,0,0,1,1
1021,1,-1,3,2
1022,1,0,0,0
1023,0,0,0,0
1024,1,0,1,1
1025,1,0,0,0
1026,0,0,0,0
1027,1,0,4,3
1028,0,0,4,3
1029,1,0,0,0
1030,1,0,1,1
1031,1,0,0,0
1032,0,0,1,1
1033,1,0,0,0
1034,1,0,1,1
1035,0,0,0,0
1036,1,0,0,0
1037,0,0,1,1
1038,0,0,1,1
1039,1,0,0,0
1040,1,0,1,1
1041,1,0,0,0
1042,1,-1,3,2
1043,1,0,4,3
1044,1,0,1,1
1045,1,0,0,0
1046,1,0,0,0
1047,1,0,1,1
1048,1,0,0,0
1049,1,0,4,3
1050,0,0,1,1
1051,0,0,0,0
1052,1,0,0,0
1053,0,-1,4,3
1054,1,-1,3,2
1055,0,0,0,0
1056,1,-1,3,2
1057,1,0,1,1
1058,0,0,0,0
1059,1,0,4,3
1060,1,0,1,1
1061,1,0,1,1
1062,0,-1,4,3
1063,1,-1,3,2
1064,1,0,1,1
1065,1,-1,3,2
1066,1,0,4,3
1067,1,-1,3,2
1068,1,0,0,0
1069,1,0,1,1
1070,1,0,1,1
1071,1,0,0,0
1072,1,0,0,0
1073,0,0,0,0
1074,1,0,1,1
1075,1,0,1,1
1076,0,-1,4,3
1077,1,0,0,0
1078,1,0,0,0
1079,1,0,1,1
1080,1,0,0,0
1081,1,0,1,1
1082,1,0,1,1
1083,0,0,0,0
1084,1,0,0,0
1085,1,-1,3,2
1086,1,0,1,1
1087,1,0,1,1
1088,1,0,0,0
1089,1,0,0,0
1090,0,0,1,1
1091,0,0,0,0
1092,1,0,1,1
1093,1,0,1,1
1094,0,0,0,0
1095,1,-1,4,3
1096,1,0,0,0
1097,1,0,0,0
1098,0,0,1,1
1099,1,0,0,0
1100,1,0,1,1
1101,1,0,0,0
1102,1,0,0,0
1103,1,-1,4,3
1104,1,0,1,1
1105,1,0,1,1
1106,0,0,1,1
1107,1,0,0,0
1108,0,0,0,0
1109,1,0,1,1
1110,0,0,1,1
1111,0,0,0,0
1112,1,0,4,3
1113,1,0,1,1
1114,1,0,1,1
1115,1,0,0,0
1116,1,-1,3,2
1117,1,0,1,1
1118,1,0,0,0
1119,0,0,0,0
1120,0,0,4,3
1121,1,0,1,1
1122,1,-1,4,3
1123,1,0,0,0
1124,1,0,0,0
1125,1,0,1,1
1126,1,0,4,3
1127,1,0,0,0
1128,1,0,1,1
1129,1,0,1,3
1130,1,0,0,0
1131,1,0,0,0
1132,1,0,1,1
1133,1,0,1,1
1134,0,0,1,1
1135,0,0,1,1
1136,0,0,0,0
1137,1,-1,4,3
1138,1,0,1,1
1139,1,0,0,0
1140,1,0,0,0
1141,1,0,1,1
1142,0,0,1,1
1143,1,0,0,0
1144,1,0,1,1
1145,1,0,1,1
1146,1,0,4,3
1147,1,0,0,0
1148,1,0,0,0
1149,1,0,1,1
1150,1,0,1,1
1151,1,0,0,0
1152,1,0,4,3
1153,1,0,4,3
1154,1,0,0,0
1155,1,-1,3,2
1156,1,0,1,1
1157,1,0,1,1
1158,1,0,1,1
1159,1,0,0,0
1160,0,0,0,0
1161,1,0,4,3
1162,1,-1,4,3
1163,1,0,0,0
1164,0,-1,4,3
1165,0,0,1,1
1166,1,0,0,0
1167,1,0,1,1
1168,1,0,1,1
1169,1,0,0,0
1170,1,0,0,0
1171,1,-1,4,3
1172,0,0,1,1
1173,1,0,1,1
1174,1,-1,4,3
1175,1,0,0,0
1176,0,0,0,0
1177,1,0,0,0
1178,1,-1,4,3
1179,1,0,1,1
1180,1,0,0,0
1181,1,0,1,1
1182,0,0,1,1
1183,1,-1,3,2
1184,1,0,4,3
1185,1,0,0,0
1186,1,0,1,1
1187,1,0,1,1
1188,0,0,4,3
1189,1,0,1,1
1190,1,-1,3,3
1191,1,0,0,0
1192,1,0,4,3
1193,1,0,1,1
1194,1,0,1,1
1195,0,0,4,3
1196,0,0,0,0
1197,1,0,1,1
1198,0,0,1,1
1199,0,0,1,1
1200,1,-1,3,2
1201,1,0,0,0
1202,0,0,4,3
1203,1,0,1,1
1204,1,0,1,1
1205,1,0,4,3
1206,1,-1,3,2
1207,1,-1,4,3
1208,1,0,0,0
1209,1,0,4,3
1210,1,0,4,3
1211,1,0,1,1
1212,1,0,1,1
1213,0,0,1,1
1214,1,0,0,0
1215,0,0,0,0
1216,1,0,0,0
1217,1,-1,3,2
1218,0,0,1,1
1219,1,0,1,1
1220,0,0,0,0
1221,1,-1,3,2
1222,1,0,1,1
1223,1,0,0,0
1224,1,-1,3,2
1225,0,0,1,1
1226,0,0,4,3
1227,1,0,1,1
1228,0,0,1,1
1229,1,0,1,1
1230,1,0,1,1
1231,1,0,1,1
1232,1,0,0,0
1233,0,-1,3,2
1234,1,0,0,0
1235,1,0,1,1
1236,0,0,1,1
1237,1,0,0,0
1238,1,-1,3,2
1239,0,0,0,0
1240,1,-1,3,2
1241,0,0,4,3
1242,1,0,0,0
1243,1,0,1,1
1244,1,-1,3,2
1245,1,0,0,0
1246,1,0,0,0
1247,1,0,1,1
1248,1,0,0,0
1249,1,0,0,0
1250,1,0,0,0
1251,0,-1,2,4
1252,1,0,0,0
1253,0,0,0,0
1254,1,0,1,1
1255,1,0,1,1
1256,1,0,0,0
1257,0,0,0,0
1258,1,0,4,3
1259,1,0,1,1
1260,1,0,0,0
1261,1,-1,4,3
1262,1,0,0,0
1263,1,0,1,1
1264,0,0,0,0
1265,1,0,1,1
1266,1,0,0,0
1267,1,0,1,1
1268,1,0,1,1
1269,1,0,1,1
1270,1,0,0,0
1271,1,0,0,0
1272,1,0,4,3
1273,1,-1,4,3
1274,1,-1,4,3
1275,1,-1,4,3
1276,0,0,0,0
1277,1,0,1,1
1278,1,0,1,1
1279,1,0,0,0
1280,1,0,4,3
1281,0,0,4,3
1282,1,0,4,3
1283,1,0,4,3
1284,1,0,0,0
1285,1,0,1,1
1286,0,0,0,0
1287,0,0,1,1
1288,1,0,0,0
1289,0,0,0,0
1290,1,0,0,0
1291,0,0,1,1
1292,1,0,0,0
1293,1,-1,3,2
1294,1,0,1,1
1295,1,0,0,0
1296,1,0,1,1
1297,1,0,4,3
1298,0,0,1,1
1299,1,0,1,1
1300,1,0,1,1
1301,1,0,4,3
1302,1,0,1,1
1303,0,0,0,0
1304,1,-1,3,2
1305,1,0,1,1
1306,1,0,0,0
1307,1,-1,4,3
1308,1,-1,3,2
1309,1,0,0,0
1310,1,-1,4,3
1311,1,0,1,1
1312,1,0,0,0
1313,1,0,0,0
1314,1,0,1,1
1315,1,0,0,0
1316,1,0,1,1
1317,1,0,1,1
1318,1,0,0,0
1319,1,0,1,1
1320,0,0,0,0
1321,1,0,0,0
1322,0,0,4,3
1323,1,0,1,1
1324,0,0,0,0
1325,1,0,4,3
1326,1,0,0,0
1327,0,0,0,0
1328,1,0,4,3
1329,1,0,1,1
1330,0,0,0,0
1331,1,0,1,1
1332,0,0,1,1
1333,1,0,1,1
1334,1,0,1,1
1335,1,-1,3,2
1336,1,0,1,1
1337,0,0,0,0
