,GroundTruth,GroundTruth_DB,FairDEN_v1_min_pts_27_wo_cat,FairDEN_v2_min_pts_27_wo_cat
417,1,0,0,0
418,0,0,0,0
419,1,0,0,0
420,1,0,1,3
421,1,0,0,0
422,0,0,4,1
423,1,0,1,3
424,1,0,0,0
425,0,0,0,0
426,0,0,0,0
427,1,0,1,3
428,1,0,1,3
429,1,0,0,0
430,0,0,1,3
431,1,0,0,0
432,1,0,1,3
433,1,0,4,1
434,0,0,1,3
435,1,0,0,0
436,1,0,0,1
437,1,0,0,0
438,0,0,1,3
439,1,0,4,1
440,1,0,4,1
441,1,0,0,0
442,1,0,4,1
443,0,0,4,1
444,1,0,4,1
445,1,0,4,1
446,1,0,1,3
447,1,0,4,1
448,1,0,4,1
449,0,0,0,0
450,0,-1,2,4
451,1,-1,2,4
452,1,0,1,3
453,1,-1,1,3
454,1,0,4,1
455,1,0,4,1
456,1,0,4,1
457,1,0,4,1
458,0,0,4,1
459,1,0,4,1
460,1,0,4,1
461,1,-1,2,4
462,1,-1,2,4
463,1,0,0,0
464,0,0,1,3
465,0,0,4,1
466,1,0,4,1
467,1,-1,2,4
468,1,0,0,0
469,0,-1,1,3
470,1,-1,2,4
471,1,0,0,0
472,1,0,0,0
473,1,0,4,1
474,1,0,0,0
475,1,0,0,0
476,1,0,4,1
477,1,0,0,0
478,1,0,0,0
479,1,-1,2,4
480,0,0,1,3
481,1,0,4,1
482,1,0,4,1
483,1,0,0,0
484,1,0,4,1
485,1,0,4,1
486,1,0,4,1
487,0,0,0,0
488,1,0,4,1
489,1,0,0,0
490,1,0,0,0
491,1,-1,1,3
492,1,0,4,1
493,0,0,0,0
494,1,0,0,0
495,1,0,4,1
496,1,0,0,0
497,1,0,0,0
498,1,0,0,0
499,1,0,0,0
500,1,0,4,1
501,1,0,4,1
502,0,0,4,1
503,1,0,0,0
504,1,0,0,0
505,1,-1,3,2
506,1,0,4,1
507,1,0,0,0
508,1,0,4,1
509,1,0,0,0
510,0,0,0,0
511,1,-1,2,4
512,0,0,0,0
513,1,0,0,0
514,1,-1,2,4
515,1,0,0,0
516,1,0,0,0
517,1,0,0,0
518,1,0,4,1
519,1,0,0,0
520,1,-1,1,3
521,0,-1,3,2
522,0,0,4,1
523,1,0,4,1
524,1,-1,2,4
525,1,0,0,0
526,0,0,1,3
527,1,0,0,0
528,1,0,1,3
529,1,0,4,1
530,1,0,4,1
531,0,0,0,0
532,0,0,4,1
533,1,0,0,0
534,1,0,0,0
535,1,-1,1,3
536,1,0,4,1
537,1,0,0,0
538,1,0,4,1
539,1,0,0,0
540,1,0,0,0
541,0,0,0,0
542,1,0,1,3
543,1,0,4,1
544,1,0,4,1
545,0,0,0,0
546,1,0,0,0
547,1,0,4,1
548,1,0,4,1
549,0,0,0,0
550,0,0,1,3
551,0,0,4,1
552,1,0,0,0
553,1,0,0,0
554,1,-1,2,4
555,1,0,0,0
556,1,0,4,1
557,1,0,0,0
558,1,0,4,1
559,1,0,4,1
560,1,0,0,0
561,1,0,0,0
562,1,-1,2,4
563,1,0,4,1
564,1,0,4,1
565,0,0,4,1
566,1,0,4,1
567,1,0,0,0
568,1,0,0,0
569,1,0,1,3
570,1,0,0,0
571,1,0,4,1
572,0,0,4,1
573,1,0,4,1
574,0,0,1,3
575,1,-1,1,3
576,1,0,4,1
577,1,0,0,0
578,1,0,4,1
579,0,0,0,0
580,1,0,4,1
581,1,-1,1,3
582,1,0,4,1
583,1,0,4,1
584,1,0,0,0
585,0,0,0,0
586,0,0,1,3
587,1,0,1,3
588,1,-1,2,4
589,1,0,1,3
590,1,0,4,1
591,1,0,4,1
592,1,0,4,1
593,1,0,4,1
594,1,0,4,1
595,1,0,1,3
596,1,0,0,0
597,1,0,0,0
598,0,-1,1,3
599,1,0,4,1
600,0,0,0,0
601,1,0,4,1
602,1,0,4,1
603,1,0,0,0
604,1,0,0,0
605,1,0,0,0
606,1,0,4,1
607,1,0,4,1
608,1,0,0,0
609,1,-1,1,3
610,0,0,0,0
611,1,0,0,0
612,1,0,0,0
613,1,0,4,1
614,1,0,4,1
615,1,0,0,0
616,1,0,1,3
617,1,0,0,0
618,1,0,4,1
619,1,0,4,1
620,1,0,0,0
621,1,0,0,0
622,1,0,0,0
623,1,0,0,0
624,1,0,0,0
625,1,0,0,0
626,1,0,0,0
627,1,0,0,0
628,1,0,4,1
629,1,0,0,0
630,1,0,0,0
631,1,0,0,0
632,1,0,0,0
633,1,0,4,1
634,1,0,0,0
635,1,0,0,0
636,1,0,0,0
637,1,-1,2,4
638,1,0,4,1
639,1,0,4,1
640,1,0,4,1
641,1,0,4,1
642,1,-1,2,4
643,1,0,0,0
644,1,-1,1,3
645,0,0,4,1
646,1,0,0,0
647,0,0,1,3
648,1,0,0,0
649,1,0,0,0
650,1,0,4,1
651,1,0,0,0
652,0,0,1,3
653,1,0,0,0
654,0,0,4,1
655,1,0,4,1
656,0,0,4,1
657,1,0,4,1
658,1,0,0,0
659,1,0,4,1
660,0,0,4,1
661,1,0,1,3
662,1,0,0,0
663,1,0,0,0
664,1,0,4,1
665,1,0,0,0
666,1,0,0,0
667,1,0,4,1
668,0,0,0,0
669,1,-1,1,3
670,0,0,0,0
671,0,0,0,0
672,0,0,0,0
673,1,0,4,1
674,0,0,4,1
675,0,0,4,1
676,1,-1,2,4
677,1,0,4,1
678,1,0,4,1
679,1,0,4,1
680,1,0,0,0
681,1,0,0,0
682,1,0,1,3
683,1,0,1,3
684,1,-1,2,4
685,0,0,0,0
686,1,0,4,1
687,1,0,4,1
688,1,0,0,0
689,1,-1,2,4
690,1,0,0,0
691,0,0,4,1
692,1,0,4,1
693,1,0,4,1
694,1,0,0,0
695,1,0,4,1
696,1,0,0,0
697,1,-1,2,4
698,1,0,4,1
699,1,0,4,1
700,1,0,4,1
701,0,0,0,0
702,0,0,4,1
703,1,0,0,0
704,0,0,0,0
705,1,0,0,0
706,1,0,0,0
707,1,0,0,0
708,1,0,0,0
709,1,0,0,0
710,1,0,4,1
711,1,0,0,0
712,1,0,0,0
713,1,0,0,0
714,1,0,0,0
715,1,0,4,1
716,0,0,4,1
717,1,0,0,0
718,1,0,1,3
719,1,0,0,0
720,0,0,0,0
721,1,0,0,0
722,1,0,4,1
723,1,0,0,0
724,0,0,0,0
725,1,0,4,1
726,1,0,0,0
727,1,-1,2,4
728,0,0,0,0
729,1,0,0,0
730,1,0,4,1
731,1,0,0,0
732,1,0,0,0
733,1,0,4,1
734,1,0,4,1
735,1,0,4,1
736,1,-1,2,4
737,1,0,0,1
738,0,0,0,0
739,1,0,4,1
740,1,0,0,0
741,1,0,4,1
742,1,0,4,1
743,1,0,1,3
744,1,0,4,1
745,1,0,0,0
746,0,0,1,3
747,0,0,0,0
748,0,0,0,0
749,1,0,0,0
750,1,-1,2,4
751,0,0,4,1
752,1,0,1,3
753,1,0,0,0
754,1,-1,1,3
755,1,0,1,3
756,0,0,4,1
757,1,-1,1,3
758,1,0,0,0
759,0,0,0,0
760,1,0,0,0
761,1,-1,2,4
762,1,0,0,0
763,1,0,1,3
764,1,0,4,1
765,1,0,4,1
766,1,0,4,1
767,1,0,0,0
768,1,0,0,0
769,1,0,1,3
770,1,0,0,0
771,1,0,0,0
772,1,0,4,1
773,1,0,1,3
774,1,0,1,3
775,1,0,4,1
776,1,0,0,0
777,0,0,4,1
778,1,0,1,3
779,1,0,4,1
780,1,0,0,0
781,0,0,0,0
782,0,0,0,0
783,0,0,4,1
784,1,0,1,3
785,1,0,0,0
786,1,0,1,3
787,1,0,0,0
788,1,0,4,1
789,1,0,0,0
790,1,0,0,0
791,1,0,4,1
792,1,0,0,0
793,1,0,0,0
794,1,0,4,1
795,1,0,0,0
796,1,0,4,1
797,1,0,4,1
798,1,0,4,1
799,1,0,4,1
800,0,0,0,0
801,1,0,4,1
802,1,0,0,0
803,1,0,4,1
804,1,-1,1,3
805,1,0,4,1
806,0,0,0,0
807,1,0,4,1
808,1,0,4,1
809,1,-1,2,4
810,1,0,0,0
811,1,0,4,1
812,0,0,4,1
813,1,0,1,3
814,0,0,0,0
815,1,0,4,1
816,1,0,4,1
817,1,0,4,1
818,0,0,0,0
819,1,0,1,3
820,1,0,0,0
821,0,0,0,0
822,1,0,0,0
823,1,0,0,0
824,1,0,0,0
825,1,-1,3,2
826,1,0,1,3
827,1,0,0,0
828,1,0,0,0
829,0,-1,2,4
830,1,0,4,1
831,1,0,0,0
832,0,0,4,1
833,1,0,0,0
834,1,0,4,1
835,1,-1,1,3
836,0,0,0,0
837,1,0,4,1
838,1,0,4,1
839,1,0,4,1
840,0,0,0,0
841,1,-1,2,4
842,1,0,4,1
843,1,0,1,3
844,0,0,0,0
845,0,0,4,1
846,1,0,4,1
847,1,0,1,3
848,1,0,0,0
849,1,0,4,1
850,1,0,4,1
851,1,0,0,0
852,1,0,4,1
853,0,0,0,0
854,0,0,4,1
855,1,0,4,1
856,1,0,0,0
857,1,0,0,0
858,1,-1,1,3
859,0,0,0,0
860,1,0,0,0
861,1,0,4,1
862,1,0,0,0
863,1,0,1,3
864,1,0,1,3
865,1,0,4,1
866,1,0,1,3
867,1,0,0,0
868,1,0,0,0
869,1,0,4,1
870,1,0,4,1
871,1,0,0,0
872,1,0,0,0
873,1,0,4,1
874,1,0,4,1
875,1,0,4,1
876,1,0,0,0
877,1,0,4,1
878,0,0,0,0
879,1,0,1,3
880,1,0,4,1
881,0,0,4,1
882,1,0,0,0
883,1,0,1,3
884,1,0,4,1
885,1,0,0,0
886,1,0,1,3
887,1,0,0,0
888,1,0,4,1
889,1,0,4,1
890,1,0,1,3
891,0,0,0,0
892,1,0,0,0
893,0,0,4,1
894,0,0,4,1
895,0,0,0,0
896,1,0,4,1
897,1,0,0,0
898,1,0,0,0
899,1,0,1,3
900,1,0,1,3
901,1,0,4,1
902,1,0,1,3
903,0,0,0,0
904,1,0,0,0
905,1,0,0,0
906,1,-1,2,4
907,1,0,4,1
908,1,-1,2,4
909,1,0,4,1
910,1,0,4,1
911,1,0,0,0
912,1,0,0,0
913,1,0,1,3
914,0,0,0,0
915,1,-1,2,4
916,1,0,4,1
917,1,0,0,0
918,1,0,0,0
919,1,0,4,1
920,1,0,4,1
921,1,0,0,0
922,0,0,0,0
923,1,0,0,0
924,1,0,0,0
925,1,0,1,3
926,1,0,0,0
927,1,0,4,1
928,0,-1,2,4
929,0,0,0,0
930,0,0,0,0
931,1,0,0,0
932,1,0,0,0
933,1,0,4,1
934,1,-1,1,3
935,0,0,4,1
936,1,0,4,1
937,1,0,0,0
938,1,0,0,0
939,1,0,4,1
940,0,0,0,0
941,1,0,0,0
942,1,0,0,0
943,1,0,4,1
944,1,0,4,1
945,1,-1,2,4
946,1,0,1,3
947,0,0,0,0
948,1,0,0,0
949,1,-1,2,4
950,1,0,0,0
951,1,-1,2,4
952,1,-1,1,3
953,1,-1,1,3
954,0,0,0,0
955,1,0,1,3
956,0,0,1,3
957,0,0,0,0
958,1,0,0,0
959,1,0,4,1
960,1,0,0,0
961,1,0,4,1
962,1,-1,1,3
963,1,0,0,0
964,1,0,0,0
965,1,0,4,1
966,1,0,1,3
967,0,-1,1,3
968,1,0,4,1
969,0,0,4,1
970,1,0,4,1
971,0,0,4,1
972,1,0,4,1
973,0,0,0,0
974,1,0,1,3
975,0,0,0,0
976,1,0,1,3
977,1,0,0,0
978,1,0,0,0
979,0,-1,2,4
980,1,0,0,0
981,1,0,0,0
982,0,0,4,1
983,1,-1,2,4
984,1,0,0,1
985,1,-1,3,2
986,1,0,4,1
987,1,-1,1,3
988,0,0,0,0
989,1,0,0,0
990,0,-1,2,4
991,0,0,0,0
992,1,0,1,3
993,1,0,4,1
994,0,0,0,0
995,0,0,4,1
996,1,0,4,1
997,1,-1,2,4
998,1,-1,2,4
999,1,0,0,0
1000,0,0,0,0
1001,0,0,4,1
1002,1,0,0,0
1003,1,0,0,0
1004,1,0,4,1
1005,1,0,4,1
1006,1,0,4,1
1007,1,0,4,1
1008,1,0,4,1
1009,1,0,1,3
1010,1,0,4,1
1011,1,-1,1,3
1012,1,0,4,1
1013,0,0,4,1
1014,0,0,4,1
1015,1,0,0,0
1016,1,0,4,1
1017,1,-1,2,4
1018,1,0,4,1
1019,1,0,4,1
1020,1,0,4,1
1021,1,0,4,1
1022,1,0,4,1
1023,1,-1,2,4
1024,1,-1,1,3
1025,0,0,4,1
1026,1,-1,2,4
1027,1,0,0,0
1028,0,0,0,0
1029,1,0,4,1
1030,1,0,0,0
1031,0,0,0,0
1032,1,0,1,3
1033,0,0,4,1
1034,1,0,0,0
1035,1,0,4,1
1036,1,0,0,0
1037,0,0,0,0
1038,1,0,0,0
1039,1,0,4,1
1040,0,0,0,0
1041,1,0,0,0
1042,0,0,4,1
1043,0,0,4,1
1044,1,0,0,0
1045,1,0,4,1
1046,1,0,0,0
1047,1,-1,2,4
1048,1,0,1,3
1049,1,0,4,1
1050,1,0,0,0
1051,1,0,0,0
1052,1,0,4,1
1053,1,0,0,0
1054,1,0,1,3
1055,0,0,4,1
1056,0,0,0,0
1057,1,0,0,0
1058,0,-1,1,3
1059,1,-1,2,4
1060,0,0,0,0
1061,1,-1,2,4
1062,1,0,4,1
1063,0,0,0,0
1064,1,0,1,3
1065,1,0,4,1
1066,1,0,4,1
1067,0,-1,1,3
1068,1,-1,2,4
1069,1,-1,3,2
1070,1,0,4,1
1071,1,-1,2,4
1072,1,0,1,3
1073,1,-1,2,4
1074,1,0,0,0
1075,1,0,4,1
1076,1,0,4,1
1077,1,0,0,0
1078,1,0,0,0
1079,0,0,0,0
1080,1,0,4,1
1081,1,0,4,1
1082,0,-1,1,3
1083,1,0,0,0
1084,1,0,0,0
1085,1,0,4,1
1086,1,0,0,0
1087,1,0,4,1
1088,1,0,4,1
1089,0,0,0,0
1090,1,0,0,0
1091,1,-1,2,4
1092,1,0,1,3
1093,1,0,4,1
1094,1,0,0,0
1095,1,0,0,1
1096,0,0,4,1
1097,0,0,0,0
1098,1,0,4,1
1099,1,0,4,1
1100,0,0,0,0
1101,1,-1,1,3
1102,1,0,0,0
1103,1,0,0,0
1104,0,0,4,1
1105,1,0,0,0
1106,1,0,4,0
1107,1,0,0,0
1108,1,0,0,0
1109,1,-1,1,3
1110,1,0,4,1
1111,1,0,4,1
1112,0,0,4,1
1113,1,0,0,0
1114,0,0,0,0
1115,1,0,4,1
1116,0,0,4,1
1117,0,0,0,0
1118,1,0,1,3
1119,1,0,4,1
1120,1,0,4,1
1121,1,0,0,0
1122,1,-1,2,4
1123,1,0,4,1
1124,1,0,0,0
1125,0,0,0,0
1126,0,0,1,3
1127,1,0,4,1
1128,1,-1,1,3
1129,1,0,0,0
1130,1,0,0,0
1131,1,0,4,1
1132,1,0,1,3
1133,1,0,0,0
1134,1,0,4,1
1135,1,0,4,1
1136,1,0,0,0
1137,1,0,0,0
1138,1,0,4,1
1139,1,0,4,1
1140,0,0,4,1
1141,0,0,4,1
1142,0,0,0,0
1143,1,-1,1,3
1144,1,0,4,1
1145,1,0,0,0
1146,1,0,0,0
1147,1,0,4,1
1148,0,0,4,1
1149,1,0,0,0
1150,1,0,4,1
1151,1,0,4,1
1152,1,0,1,3
1153,1,0,0,0
1154,1,0,0,0
1155,1,0,4,1
1156,1,0,4,1
1157,1,0,0,0
1158,1,0,1,3
1159,1,0,1,3
1160,1,0,0,0
1161,1,-1,2,4
1162,1,0,4,1
1163,1,0,4,1
1164,1,0,4,1
1165,1,0,0,0
1166,0,0,0,0
1167,1,0,1,3
1168,1,-1,1,3
1169,1,0,0,0
1170,0,-1,1,3
1171,0,0,4,1
1172,1,0,0,0
1173,1,0,4,1
1174,1,0,4,1
1175,1,0,0,0
1176,1,0,0,0
1177,1,-1,1,3
1178,0,0,4,1
1179,1,0,4,1
1180,1,-1,1,3
1181,1,0,0,0
1182,0,0,0,0
1183,1,0,0,0
1184,1,-1,1,3
1185,1,0,4,1
1186,1,0,0,0
1187,1,0,4,1
1188,0,0,4,1
1189,1,-1,2,4
1190,1,0,1,3
1191,1,0,0,0
1192,1,0,4,1
1193,1,0,4,1
1194,0,0,1,3
1195,1,0,4,1
1196,1,-1,1,3
1197,1,0,0,0
1198,1,0,1,3
1199,1,0,4,1
1200,1,0,4,1
1201,0,0,1,3
1202,0,0,0,0
1203,1,0,4,1
1204,0,0,4,1
1205,0,0,4,1
1206,1,-1,2,4
1207,1,0,0,0
1208,0,0,1,3
1209,1,0,4,1
1210,1,0,4,1
1211,1,0,1,3
1212,1,-1,2,4
1213,1,-1,1,3
1214,1,0,0,0
1215,1,0,1,3
1216,1,0,1,3
1217,1,0,4,1
1218,1,0,4,1
1219,0,0,4,1
1220,1,0,0,0
1221,0,0,0,0
1222,1,0,0,0
1223,1,-1,2,4
1224,0,0,4,1
1225,1,0,4,1
1226,0,0,0,0
1227,1,-1,2,4
1228,1,0,4,1
1229,1,0,0,0
1230,1,-1,2,4
1231,0,0,4,1
1232,0,0,1,3
1233,1,0,4,1
1234,0,0,4,1
1235,1,0,4,1
1236,1,0,4,1
1237,1,0,4,1
1238,1,0,0,0
1239,0,-1,2,4
1240,1,0,0,0
1241,1,0,4,1
1242,0,0,4,1
1243,1,0,0,0
1244,1,-1,2,4
1245,0,0,0,0
1246,1,-1,2,4
1247,0,0,1,3
1248,1,0,0,0
1249,1,0,4,0
1250,1,-1,2,4
1251,1,0,0,0
1252,1,0,0,0
1253,1,0,4,1
1254,1,0,0,0
1255,1,0,0,0
1256,1,0,4,1
1257,0,-1,3,2
1258,1,0,0,0
1259,0,0,0,0
1260,1,0,4,1
1261,1,0,0,0
1262,1,0,4,1
1263,1,0,0,0
1264,0,0,0,0
1265,1,0,1,3
1266,1,0,4,1
1267,1,0,0,0
1268,1,-1,1,3
1269,1,0,0,0
1270,1,0,4,1
1271,0,0,0,0
1272,1,0,4,1
1273,1,0,0,0
1274,1,0,4,1
1275,1,0,4,1
1276,1,0,4,1
1277,1,0,0,0
1278,1,-1,2,4
1279,1,0,0,0
1280,1,0,1,3
1281,1,-1,1,3
1282,1,-1,1,3
1283,1,-1,1,3
1284,0,0,0,0
1285,1,0,4,1
1286,1,0,4,1
1287,1,0,0,0
1288,1,0,1,3
1289,0,0,1,3
1290,1,0,1,3
1291,1,0,1,3
1292,1,0,0,0
1293,1,0,4,1
1294,0,0,0,0
1295,0,0,4,1
1296,1,0,0,0
1297,0,0,0,0
1298,1,0,0,0
1299,0,0,4,1
1300,1,0,0,0
1301,1,-1,2,4
1302,1,0,4,1
1303,1,0,0,0
1304,1,0,4,1
1305,1,0,4,1
1306,0,0,4,1
1307,1,0,4,1
1308,1,0,4,1
1309,1,0,1,3
1310,1,0,4,1
1311,0,0,0,0
1312,1,-1,2,4
1313,1,0,4,1
1314,1,0,0,0
1315,1,-1,1,3
1316,1,-1,2,4
1317,1,0,0,0
1318,1,-1,1,3
1319,1,0,4,1
1320,1,0,0,0
1321,1,0,0,0
1322,1,0,4,1
1323,1,0,0,0
1324,1,0,4,1
1325,1,0,4,1
1326,1,0,0,0
1327,1,0,4,1
1328,0,0,0,0
1329,1,0,0,0
1330,0,0,1,3
1331,1,0,4,1
1332,0,0,0,0
1333,1,0,1,3
1334,1,0,0,0
1335,0,0,0,0
1336,1,0,1,3
